game,achievement,description,achieved,unlocktime
SMITE,Wrapped Up,"As Arachne, successfully Stun 3 or more enemy gods in a match with cocoon.",False,null
SMITE,I'm a Pro,"As Rama, kill two enemy gods while in your Ultimate.",False,null
SMITE,Ouch,"As Rama, Cripple every enemy god in a single match using Rolling Assault.",False,null
SMITE,Rally Here!,As Bellona kill 10 enemy gods with the damage from Eagle's Rally.,False,null
SMITE,Master At Arms,As Bellona kill an enemy after having hit them with each of your weapon stances.,False,null
SMITE,Trick Shot,As Hou Yi hit a different enemy god on all three bounces of one Ricochet.,False,null
SMITE,The Crows Mark,"As Hou Yi utilize Mark of the Crow to knock back, stun, and slow an enemy god in 5s.",False,null
SMITE,The Heat!,As Agni stun three or more enemy gods with Noxious Fumes.,False,null
SMITE,Those Fumes,As Agni get the killing blow with the damage from Combustion.,False,null
SMITE,Clay Explosion,As Nu Wa kill an enemy god by exploding Clay Soldiers with Shining Metal.,False,null
SMITE,Skill Shot,As Nu Wa get 100 kills with Fire Shards.,False,null
SMITE,The Butcher,As Bakasura get 3 kills on enemy gods with the damage from Butcher Blades.,False,null
SMITE,My Minion,As Bakasura eat 25 minions using eat minon in a single match.,False,null
SMITE,Supernova,As Sol hit an enemy with all 8 strikes of Supernova.,False,null
SMITE,Disparate,As Sol kill one enemy god with the trail from Disapparate.,False,null
SMITE,Wrecking Ball,As Thanatos execute three or more enemies in a single match  using hovering death.,False,null
SMITE,Reaper of Souls,As Thanatos silence 15 enemies out of their abilities.,False,null
SMITE,Marks for Everyone!,As Chiron hit three or more enemy gods with Masterful Shot.,False,null
SMITE,3 for 3,"As Chiron get a triple kill while in your ultimate, Centaurus.",False,null
SMITE,Dragon’s Wrath,As KuKulkan kill an enemy at full health using only Spirit of the Nine Winds.,False,null
SMITE,Whirlwind,As KuKulkan kill three or more enemy gods with one Whirlwind,False,null
SMITE,Speed Demon,As Mercury reach 600 movement speed.,False,null
SMITE,Around the World,"As Mercury travel 75,000 feet in a single game.",False,null
SMITE,Whirlwind of Pain,As Xing Tian get an assist on three enemies within five seconds using his Ultimate.,False,null
SMITE,The Rage,As Xing Tian reach and stay at full stacks of smoldering rage for over 30 seconds.,False,null
SMITE,"Never Fear, Khepri's Here","As Khepri, save everyone on your team, including yourself, in one game.",False,null
SMITE,Let's Hug,As Khepri abduct an enemy that is effected by solar flare five times in a single match.,False,null
SMITE,Release the Kraken!,As Poseidon hit three or more enemy gods with your ultimate.,False,null
SMITE,Water Rises,As Poseidon keep your tide meter above 50% for more than a minute,False,null
SMITE,My Offense is Dazzling,As Amaterasu hit three or more enemies with the final strike of your ultimate.,False,null
SMITE,Reflect the Heavens,As Amaterasu fully charge her mirror in one second.,False,null
SMITE,Feel the Rush,As Ravana kill ten enemies with the damage from your ultimate.,False,null
SMITE,Watch My Moves,As Ravana break out of a root using Overhead Kick,False,null
SMITE,It's a Trap!,As Artemis cripple twenty five enemy gods with Transgressors Fate.,False,null
SMITE,Stunville,As Artemis stun three or more enemy gods with Calydonian Boar in one deployment.,False,null
SMITE,Where Am I?,As Anubis kill an enemy with Death Gaze from Behind a Wall,False,null
SMITE,Mummified,As Anubis stun 15 enemy gods using mummify in a single match.,False,null
SMITE,Serenade,As Apollo serenade at least three enemy gods at once.,False,null
SMITE,My Chariot Awaits,As Apollo hit an enemy with every tick from Across The Sky,False,null
SMITE,"Two Chains? Nah, Five. ",As Ares hit and pull five enemy gods at once with no escape.,False,null
SMITE,Meltmaster,As Ares incinerate two gods in one match with Searing Flesh.,False,null
SMITE,That's not Me,As Sun Wukong have your decoy deliver the final blow to an enemy.,False,null
SMITE,Eye of the Tiger,As Sun Wukong get fifteen tiger stuns in a single match.,False,null
SMITE,More POWER,As Xbalanque get a fully stacked passive before the fifteen minute mark in a game.,False,null
SMITE,It's So Dark,As Xbalanque kill an enemy who is currently blinded by your Ultimate,False,null
SMITE,Go My Friend,As Raijin do damage to three or more enemies with his minion Raiju.,False,null
SMITE,Drums in the Distance,As Raijin hit an enemy at the max range in your Ultimate.,False,null
SMITE,Oh the Agony! ,"As Hades, land a single Pillar of Agony on 3 enemy gods affected with Blight.",False,null
SMITE,Blighted,As Hades apply Blight on your enemies to augment all four of your abilities in one game.,False,null
SMITE,Cleansed Your Soul,As Hel cleanse three of your teammates from being stunned.,False,null
SMITE,Which Side are you On?,As Hel kill the same enemy twice with one kill coming from light stance and one coming from dark stance.,False,null
SMITE,Axemanship,As Ullr land 20 axe stuns in a single match.,False,null
SMITE,Bowmanship,As Ullr land 20 hail of arrows in a single match.,False,null
SMITE,Face Me,As Athena Taunt three or more enemies with one confound.,False,null
SMITE,Defend Olympus,As Athena get a kill with the damage from Defender of Olympus,False,null
SMITE,The Slow Dance,As Chaac slow three or more enemy gods with Rain Dance,False,null
SMITE,"Hello, is this Storm?",As Chaac hit three or more enemy gods at once with Storm Call.,False,null
SMITE,Who let Kaldr out?,As Skadi kill 3 or more enemy gods in a match with Kaldr.,False,null
SMITE,Ice isn't Nice,As Skadi catch 3 or more enemy Gods on Permafrost.,False,null
SMITE,Those are my Protections,As Nemesis steal away 500 protections using Divine Judgement during a single match.,False,null
SMITE,Back at Ya,As Nemesis kill an enemy using the damage reflect from Retribution.,False,null
SMITE,That's a Spicy Meatball,As Vulcan kill an opponent with Backfire while they're knocked up in the air from Magma Bomb.,False,null
SMITE,Locked and Loaded,As Vulcan kill an enemy with your Ultimate at the Maximum Distance.,False,null
SMITE,Up Against the Wall,As Anhur stun 10 opponents by impaling them into your Pillar.,False,null
SMITE,Fury of the Desert,As Anhur kill three enemies with a single Desert Fury,False,null
SMITE,Water Illusionist,As Ao Kuang kill an enemy with your water illusion.,False,null
SMITE,Wave Dash,As Jing Wei use Agility after being knocked into the air by an enemy god.,False,null
SMITE,Heads Up!,As Jing Wei kill an enemy god within 5 seconds after using your passive.,False,null
SMITE,The Power of the Heart,As Cupid Kill three or more gods with the damage from Heart Bomb.,False,null
SMITE,Spread the Love,As Cupid heal each of your teammates by using Share the Love.,False,null
SMITE,A Mighty Sword,As Ao Kuang execute an enemy God who's been ulted by Khepri.,False,null
SMITE,Assassinate,As Loki kill three or more enemy gods from behind.,False,null
SMITE,Made You Look,As Loki get the killing blow on an enemy god with your Decoy.,False,null
SMITE,Look at Me! ,As Medusa stun three or more enemy gods using Petrify.,False,null
SMITE,So Slippery,As Medusa deliver the killing blow to an enemy god using Lacerate.,False,null
SMITE,Watch it Bounce,As Zeus kill an enemy god on the fourth bounce of Chain Lightning.,False,null
SMITE,Detonate,As Zeus kill three or more enemy gods who have three charges on them with Detonate.,False,null
SMITE,Watch Your Step,As Janus make your opponents fall through fifteen different portals in one match.,False,null
SMITE,No Scope,As Janus hit at least two enemy gods with your ultimate at max distance.,False,null
SMITE,Got You!,As Scylla use Sic'em to root three enemy gods.,False,null
SMITE,"Yes, I'm a Monster",As Scylla reset your Ultimate three or more times in a single use. ,False,null
SMITE,Calm Before the Storm,As Susano pull three or more enemies with a single use of Wind Siphon.,False,null
SMITE,Weather the Storm,As Susano use a Basic Attack anytime while Storm Kata is activated.,False,null
SMITE,Where Did I Go?,As Nox remain inside an ally for 8 Seconds.,False,null
SMITE,Embrace the Darkness,As Nox use Siphon Dark and Shadowlock to deliver the killing blow to at least 3 enemies in one match.,False,null
SMITE,Kiss me!,As Aphrodite apply your kiss to every God in the match. This includes allies and enemies.,False,null
SMITE,My Lovely Lady Birds,As Aphrodite get the killing blow with the damage from your birds.,False,null
SMITE,Got Nuts?,As Ratatoskr stun three or more opponents at once with Acorn Blast.,False,null
SMITE,Look out Below!,As Ratatoskr knockup three or more enemy gods at once with Through the Cosmos.,False,null
SMITE,Corpses aka Landmines,As Ah Puch blow up and hit an enemy with 6 corpses in one cast of Corpse Explosion.,False,null
SMITE,Rise my Pretties,As Ah Puch release 100 Zombies in one match. ,False,null
SMITE,Get to Work,As Fafnir boost all of your allies Power and Attack Speed in a single match using Coerce.,False,null
SMITE,Take That,As Fafnir slow or kill three or more enemy gods at a single time using Cursed Strength,False,null
SMITE,End of Days,As Fenrir have an ally kill an enemy God that you have grabbed using Ragnarok. ,False,null
SMITE,Unleash the Beast,As Fenrir stun or kill at least three enemies with a single use of Unchained.,False,null
SMITE,Disarm,"As Ah Muzen Cab, disarm an enemy god using bees.",False,null
SMITE,How Sweet,"As Ah Muzen Cab, pick up 5 stingers in a single match.",False,null
SMITE,Earthbreaker,As Hercules knock an enemy up five times in a single match using Earthbreaker.,False,null
SMITE,Ricochet,"As Hercules Use excavate to hit an enemy god twice, in one use, and kill them on the second hit.",False,null
SMITE,Bird Bomb,As Odin kill fifteen enemies in a single match using Ravenshout and Lunge together.,False,null
SMITE,Cage Match,As Odin kill four enemies in the The Ring of Spears.,False,null
SMITE,Pretty Kitty,As Awilix kill an enemy God with the damage when you jump from Suku.,False,null
SMITE,Get Over Here,As Awilix pull a knocked up enemy god to you using Gravity Surge.,False,null
SMITE,Tortoise Power,As Erlang Shen knock up 3 or more enemies using the turtle form of 72 Transformations.,False,null
SMITE,Undefeated,As Erlang Shen use 9 Turns Blessing to heal yourself while below 10% health.,False,null
SMITE,That Was Close,As Freya kill an enemy God using Valkyrie's Discretion while you are at 15% health or less.,False,null
SMITE,Banished,As Freya banish three or more enemy gods with a single use of Banish.,False,null
SMITE,Silenced,As Eset silence fifteen enemy gods in a single match.,False,null
SMITE,Stay in the Circle,As Eset heal three or more allies and kill an enemy using Circle of Protection.,False,null
SMITE,It's Spreading,As Serqet kill an opponent with your Last Breath Poison and have it spread to two enemy gods.,False,null
SMITE,Critalicious,As Serqet have all three strikes of Death Bane be critical hits.,False,null
SMITE,I Like to Juggle,As Tyr use Powercleave and Fearless together to juggle three or more enemy gods.,False,null
SMITE,Bringing Down the Law,As Tyr kill fifteen enemy gods with the damage from Lawbringer.,False,null
SMITE,Shattered Monolith,As Terra root 3 enemies with a single Shatter. ,False,null
SMITE,Bless You All,As Terra activate Terra’s Blessing and buff all 5 members of your team in a single cast,False,null
SMITE,Bottoms Up,As Bacchus keep your Drunk-o-meter in smashed for Five minutes. ,False,null
SMITE,Everybody Getting Tipsy,As Bacchus intoxicate three or more enemy Gods at once.,False,null
SMITE,Get Plucked,As Sobek pluck fifteen Enemy Gods with Charge Prey in a single match.,False,null
SMITE,Aren't You a Tank?,As Sobek use all four of your abilities to kill an enemy within 10 seconds.,False,null
SMITE,"Down, Set, Gut",As Kumbhakarna kill an enemy God by bouncing a minion into them using Throw Back.,False,null
SMITE,Stay There,As Kumbhakarna root three or more enemy Gods with one Groggy Strike.,False,null
SMITE,Where's My Kitties,As Bastet release 45 cats using your Ultimate in a single match. ,False,null
SMITE,Cat Scratch,As Bastet deliver the killing blow to an enemy God in a single match with the damage from your Cats.,False,null
SMITE,My Hips Don't Lie,As Chang'e evade an enemy ability using Moonlit Waltz that would have hit you for 500 damage or more. ,True,2019-10-05 15:10:51
SMITE,"Jade, Go!",As Chang'e send Jade to buy 10 Items in a single match.,False,null
SMITE,Where You Going?,As Izanami max out Spectral Projection by getting a kill or assist on 2 enemies while they are slowed by it.,False,null
SMITE,Death's Call,As Izanami kill an enemy god while at or below 25% health.,False,null
SMITE,Killer Wave,As He Bo kill three or more enemy gods with a single Crushing Wave.,False,null
SMITE,So Steady,As He Bo have full stacks on Steady Flow for over 30 seconds.,False,null
SMITE,I'll Protect You,As Geb cleanse a teammate using Stone Shield on an ally that is below 20% health.,False,null
SMITE,Cataclyzed,As Geb hit three or more enemy gods with Cataclysm.,False,null
SMITE,Feel My Wrath,As Sylvanus knock up three or more enemy gods with your Wrath of Terra Ability.,False,null
SMITE,Rooted!,As Sylvanus root twenty enemy gods in a single game.,False,null
SMITE,The Hands of Time,"As Chronos get a kill with each quadrant in your passive, Wheel of Time.",False,null
SMITE,Re-Rewind,As Chronos use your Rewind Ability while you're below 15% Health and return back to full health.,False,null
SMITE,Watch This,As Ne Zha stun an enemy using Armiliary Sash and then ult them.,False,null
SMITE,Two's a Crowd,"As Ne Zha bounce Universe Ring Toss between two enemy gods, hitting each at least twice.",False,null
SMITE,Tremors,As Cabrakan keep an enemy stuck in a single Tremor for six seconds.,False,null
SMITE,Shield Smash,As Cabrakan get max stacks on your Refraction Shield and stun an enemy god with it.,False,null
SMITE,You Thought You Had Me?,As Kali get two kills in a single match while using Destruction when you're under 10% health.,False,null
SMITE,Bounty Hunter,As Kali kill five Gods in one match that are Marked for Death by your Passive.,False,null
SMITE,What's In the Bag?,As Zhong Kui use Expose Evil and Exorcism to fully stack your Passive.,False,null
SMITE,Book of Demons,As Zhong Kui stun three or more enemy gods with Book of Demons.,False,null
SMITE,The Afterlife Awaits You,As Osiris land the Ability Lord of the Afterlife on three or more enemy gods.,False,null
SMITE,Simply Stunning,As Osiris stun 3 different enemy gods with his tether in a single game.,False,null
SMITE,Monkey Business,As Hun Batz teleport to an enemy God on the fourth bounce of Sacred Monkey.,False,null
SMITE,Fear My Evil,As Hun Batz use Fear No Evil to fear three or more enemy Gods.,False,null
SMITE,Vampirism,As Camazotz obtain the Vampirism Buff from his Vampire Bats Ability 6 times in a single match.,False,null
SMITE,Bat out of Hell,As Camazotz hit 3 gods with a single swoop of his Bat out of Hell Ability.,False,null
SMITE,Out of My Way,As Vamana knock up three or more enemies with Clear the Path.,False,null
SMITE,Baby Smash,As Vamana get a triple kill using your Colossal Fury Ability.,False,null
SMITE,Narrow Escape,As Thoth use Evade and Punish to kill an enemy god while you are at 25% or lower HP.,False,null
SMITE,Wall of Death,As Thoth use a single Glyph of Pain to augment the Basic Attacks of at least 2 of your teammates to one tower or objective.,False,null
SMITE,Path to Victory!,"As Nike complete all three goals of Nike's passive ""To Victory"" within the first 20 minutes of a match.",False,null
SMITE,Rend Away!,As Nike disarm 2 or more enemy Gods at the same time using her Rend.,False,null
SMITE,Mirror Match,As Morrigan transform into an enemy God and kill the God you transformed into.,False,null
SMITE,3v3,As Morrigan hit 3 enemy gods at the same time with her Deadly Aspects ability.,False,null
SMITE,Shell Reflect,As Kuzenbo reflect back 280 damage in a single use of your Shell Spikes ability.,False,null
SMITE,Triple Treble,As Kuzenbo knock up an enemy god 3 times in a single use of your Watery Grave ability.,False,null
SMITE,Season's Shift,As Cernunnos kill 1 enemy God who is currently afflicted by Autumn Decay Debuff while Cernunnos is in a different stance from the Shifter of Seasons Ability.,False,null
SMITE,Pigging Out,As Cernunnos kill 1 enemy God who is currently polymorphed from your Wild Hunt Ability.,False,null
SMITE,Pacifist,As Ganesha give 1 or more kills to an allied God.,False,null
SMITE,Ohm!,As Ganesha silence 3 or more enemy Gods with a single cast of his Ohm ability.,False,null
SMITE,Paolao,"As Daji, pull 2 or more enemies into your Paolao with a single use of your Paolao Ability.",False,null
SMITE,Murderous Nature,"As Daji, kill an enemy with your Trickster Spirit Ability.",False,null
SMITE,Strategist,As Cu Chulainn kill an enemy within 2 seconds of firing the Barbed Spear Ability and live.,True,2019-10-04 13:55:10
SMITE,Berserker,As Cu Chulainn transform into Berserk mode by hitting at least 2 gods with the Spear of Mortal Pain Ability.,False,null
SMITE,Invigorate,"As Artio reach full stacks on her Invigoration, the passive effect of her Shape shift ability.",False,null
SMITE,Mauled to Death,As Artio kill an enemy God in bear form with Maul Prey.,False,null
SMITE,Mounted Archery,"As Hachiman, hit 5 enemy Gods with one use of his ultimate, Mounted Archery.",False,null
SMITE,Number 1 Stunnah,"As Hachiman, stun 2 enemy Gods with one use of his Iaijutsu Ability.",False,null
SMITE,Spreading Strife,"As Discordia, use the Strife ability to turn 2 enemy God's against each other 3 times in a single match.",False,null
SMITE,Curse of Discord,"As Discordia, use your Golden Apple of Discord ability to throw the apple to an enemy and have it spread automatically to 2 other enemies in a single cast.",False,null
SMITE,Soul Expulsion,As Cerberus consume the soul of every enemy god in the game with the use of his Soul Expulsion Ability.,False,null
SMITE,Stygian torment,As Cerberus hit every member of the enemy team with a single cast of your Stygian Torment ability.,False,null
SMITE,Fatally Struck!,As Achilles get 2 or more executes with a single use of his Fatal Strike Ability.,False,null
SMITE,The Crowd Cheers!,"As Achilles, heal 12 times in a single use of Radiant Glory.",False,null
SMITE,Fear of the Night,As Chernobog utilize your Crystallized Curses and Vicious Barrage combo to root 3 enemy Gods at once.,False,null
SMITE,True Nightmare,"As Chernobog, kill 2 gods after landing and buffed by Living Nightmare.",False,null
SMITE,Spread The Fun,"As Baron Samedi, cause 3 enemy gods to be above 30 Hysteria at the same time.",False,null
SMITE,Brush With Death,"As Baron Samedi, heal yourself or an ally with Consign Spirits while they are below 5% of their HP.",False,null
SMITE,Get Erupted!,"As Pele, hit at least one enemy god with each ring of Eruption in a single ability use.",False,null
SMITE,Everlasting Flame,"As Pele, trigger Everlasting Flame and survive 3 separate times in one match.",False,null
SMITE,Argus to the Rescue!,"As Hera, have Argus get 2 kills in a single lifetime.",False,null
SMITE,Royal Assault,"As Hera, hit an enemy god will all 3 hits of Royal Assault. ",False,null
SMITE,True Strike,"As King Arthur, hit an enemy with any damaging ability while their protections are reduced by Twin Cleave.",False,null
SMITE,The Legend of Excalibur,"As King Arthur, cast Excalibur's Fury and Sundering Strike within 10 seconds of each other.",False,null
SMITE,Elemental Mastery,"As Merlin, kill an Enemy god in each stance: Arcane, Fire, and Ice.",False,null
SMITE,Infused with Power,"As Merlin, successfully hit Enemy gods 15 times with a basic attack while Overload is active.",False,null
SMITE,The Destroyer,"As Jormungandr, kill an enemy with your ultimate The World Serpent.",False,null
SMITE,Toxic Veins,"As Jormungandr, fully charge Consuming Bellow and kill 2 enemies with it.",False,null
SMITE,Where we dropping?,As Horus use 'To The Skies!' and take at least 3 allied gods with you.,False,null
SMITE,The Protector King,"As Horus, heal an Allied God below 15% health with Protector's Surge.",False,null
SMITE,Rise of the Spawn,"As Set, control 6 spawn at one time.",False,null
SMITE,From All Angles,"As Set, hit 3 different gods with your spawn with a single instance of Skewer",False,null
SMITE,Fabricated Destiny,"As Olorun, reach the maximum critical hit chance possible with Touch of Fate",False,null
SMITE,Eternal Ruler,"As Olorun, with a single ability use, kill two enemies within Sanctified Field",False,null
SMITE,Grasping Vines,"As Persephone, trap the entire enemy team with one use of her Grasp of Death ability.",False,null
SMITE,Master Harvester,"As Persephone, accumulate 150 Pomegranate Seeds over the course of a single match.",False,null
SMITE,Omi Mastery,"As Yemoja, gain 3 extra Omi in a single match.",False,null
SMITE,Turbulent Waters,"As Yemoja, deal damage to 3 or more enemies in a single use of River's Rebuke.",False,null
SMITE,Far Seeing Sight,"As Heimdallr, hit an enemy with Piercing Sight after it has traveled more than 200 ft.",False,null
SMITE,Journey Through the Realms,"As Heimdallr, kill 3 enemy gods by sending them through Muspelheim and Niflheim.",False,null
SMITE,Weapon Mastery S,"As Mulan, win a match with all weapons fully mastered.",False,null
SMITE,Two for One,"As Mulan, hit 2 enemies with all three strikes of Divine Mastery in a single ability use.",False,null
SMITE,The Perfect Brew,"As Baba Yaga, use a brewed potion that is 5 of the same type of ingredient.",False,null
SMITE,The Cabin,"As Baba Yaga, gain 50 stacks on your items in a single game, utilizing the power from your Cabin.",False,null
SMITE,Whisper of the Old Gods,"As Cthulhu, drive each enemy god insane at least once during a single match.",False,null
SMITE,Shattered Mind,As Cthulhu reach full stacks of Sanity Break in a single match.,False,null
SMITE,Full Moon,As Tsukuyomi dash through 12 targets using Piercing Moonlight.,False,null
SMITE,Watch your Step!,"As Tsukuyomi, kill an enemy using the Caltrop damage from Silver Moon Caltrops.",False,null
SMITE,Fortuitous Investment,"As Danzaburou, fill up all 4 Dubious Savings money pouches in a single match.",False,null
SMITE,The Best Sake Merchant!,"As Danzaburou, have 3 enemies taunted at the same time by Alluring Spirits.",False,null
SMITE,Primordial Queen,"As Tiamat, defeat two enemies in each of her stances in a single match",False,null
SMITE,Mother of Monsters,"As Tiamat, have each of your creature/pets assist on your player kills in a single match",False,null
SMITE,Dropkick Adventure,"As Gilgamesh drop kick the same god into a minion, a god, a wall, and the Winds of Shamash wall in a single match.",False,null
SMITE,Quick Turn-In,As Gilgamesh complete the quest obtained at Level 5 while still Level 5.,False,null
SMITE,Power Devoured,"As Morgan Le Fay, consume all five Empowered Blade Marks with a single cast of Consuming Power.",False,null
SMITE,Strength Drawn From Pain,"As Morgan Le Fay, gain all five Empowered Blade Symbols to reach an empowered state five times in a single match.",False,null
SMITE,The Monster Inside,"As Charybdis, reset your Ultimate two or more times in a single use.",False,null
SMITE,Drown your Sorrows,"As Charybdis, hit 3 enemy gods with a fully charged Capsize in the same fire.",False,null
SMITE,You Cannot Hide,"As Cliodhna, slay two enemy gods while inside a wall with either Banshee's Wail or Tearing the Veil in a single match.",False,null
SMITE,Jump Scare,"As Cliodhna, damage an enemy god within 3s of leaving a wall 10 times in a single match.",False,null
SMITE,Are you Burdened?,"As Atlas, remove the burdens of 3 allied gods and hit an enemy god in the same Kinetic Charge.",False,null
SMITE,Orbital Cannon,"As Atlas, damage 3 enemy gods with the travel portion of Gamma-Ray Burst with a single ultimate cast. This does not include gods in the initial damage area when it begins travelling.",False,null
SMITE,Three Prongs of Trishula,"As Shiva, pull 3 enemy gods in a single use of Emblazoned Sweep.",False,null
SMITE,Dance of Bliss and Destruction,"As Shiva, heal allies twice and deal damage to enemy gods twice in a single use of Shiva Tandava.",False,null
SMITE,Dragon's Call,"As Yu Huang, damage three enemy gods with the explosion damage from Dueling Dragons.",False,null
SMITE,Phoenix Fire,"As Yu Huang, kill an enemy god with the burn damage from Flames of the Phoenix.",False,null
SMITE,Jousting Champion,"As Lancelot, hit 3 enemy gods while charging during a single use of The Grand Joust.",False,null
SMITE,The Knights Bond,"As Lancelot, reach max stacks of Camelot’s Quest during a single match.",False,null
SMITE,Agile Archery,"As Ishtar, kill an enemy God with each variation of Imbue Arrows in one match.",False,null
SMITE,Stunning Swordplay,"As Ishtar, stun 3 enemy Gods in one cast of Blades of Retribution.",False,null
SMITE,Lifeguard,As Maui use Mystical Ulua to successfully bring 5 allies to you in a single match.,False,null
SMITE,All in a Day's Work,"As Maui, successfully knock up 3 gods with a single Landfall.",False,null
SMITE,Kindling Flame,"As Surtr, empower Flames of Muspell with bonus damage stacks at least 30 times in a single match.",False,null
SMITE,Taking Aim,"As Surtr, hit enemy gods with a Magma Rock, Lane Minion and Fiery Imp using Giant's Grasp in a single match.",False,null
SMITE,Don't Look Up,"As Martichoras, hit 3 enemy Gods in a single cast of Death from Above.",False,null
SMITE,Monstrous Mayhem,"As Martichoras, reach maximum stacks of Monstrosity in a single game.",False,null
SMITE,Blinding Brilliance,"As Ix Chel, blind enemy gods 5 times with Threads of Light in a single match.",False,null
SMITE,Greatest End,"As Ix Chel, empower Great End to it's maximum duration.",False,null
SMITE,Tough Customer,"As Charon, gain 250 or more Max Health from Ferryman of Souls in one game.",False,null
SMITE,The Underworld Calls,"As Charon, hit 5 enemies from at least 500 units away with Summon Styx in one game.",False,null
SMITE,Now It's A Party,"As Maman Brigitte, hit 3 enemy gods with a single Explosion of Souls",False,null
SMITE,A Goddess Possessed,"As Maman Brigitte, possess enemy gods for a combined 30s in a single match with Spirit Seize",False,null
SMITE,Catchy Tune,"As Bake Kujira, time dilate enemy gods for a total of 30 seconds in a single match",False,null
SMITE,Prolific Curses,"As Bake Kujira, apply your Amplified Curse to enemy gods 10 times in a single match",False,null
SMITE,Singularity,"As Nut, hit an enemy with all possible instances of damage from every shot of a single cast of Convergence",False,null
SMITE,Event Horizon,"As Nut, hit 3 enemy Gods with a single cast of Skyfall 3 times within one match",False,null
Stardew Valley,Greenhorn,"Earn 15,000g",True,2021-12-27 22:46:56
Stardew Valley,Cowpoke,"Earn 50,000g",True,2021-12-29 00:33:25
Stardew Valley,Homesteader,"Earn 250,000g",True,2023-06-23 23:02:57
Stardew Valley,Millionaire,"Earn 1,000,000g",True,2023-07-10 20:49:21
Stardew Valley,Legend,no description available,True,2023-07-23 21:30:19
Stardew Valley,A Complete Collection,Complete the museum collection.,True,2023-11-29 18:53:17
Stardew Valley,A New Friend,Reach a 5-heart friend level with someone.,True,2021-12-28 23:04:42
Stardew Valley,Best Friends,Reach a 10-heart friend level with someone.,True,2023-06-12 14:14:08
Stardew Valley,The Beloved Farmer,Reach a 10-heart friend level with 8 people.,True,2023-07-24 23:53:59
Stardew Valley,Cliques,Reach a 5-heart friend level with 4 people.,True,2023-07-12 20:41:44
Stardew Valley,Networking,Reach a 5-heart friend level with 10 people.,True,2023-07-21 01:57:53
Stardew Valley,Popular,Reach a 5-heart friend level with 20 people.,True,2023-07-24 00:06:46
Stardew Valley,Cook,Cook 10 different recipes.,True,2023-11-28 01:22:25
Stardew Valley,Sous Chef,Cook 25 different recipes.,True,2023-11-28 19:37:31
Stardew Valley,Gourmet Chef,Cook every recipe.,True,2023-11-29 20:06:26
Stardew Valley,Moving Up,Upgrade your house.,True,2021-12-29 00:04:49
Stardew Valley,Living Large,Upgrade your house to the maximum size.,True,2023-07-12 21:22:17
Stardew Valley,D.I.Y.,Craft 15 different items.,True,2023-06-29 18:07:47
Stardew Valley,Artisan,Craft 30 different items.,True,2023-07-05 18:41:24
Stardew Valley,Craft Master,Craft every item.,True,2023-11-28 19:21:06
Stardew Valley,Fisherman,Catch 10 different fish.,True,2021-12-28 23:57:21
Stardew Valley,Ol' Mariner,Catch 24 different fish.,True,2022-01-08 21:51:07
Stardew Valley,Master Angler,Catch every fish.,True,2023-07-25 00:43:22
Stardew Valley,Mother Catch,Catch 100 fish.,True,2022-01-04 18:40:23
Stardew Valley,Treasure Trove,Donate 40 different items to the museum.,True,2021-12-28 23:20:25
Stardew Valley,Gofer,Complete 10 'Help Wanted' requests.,True,2023-06-19 21:18:42
Stardew Valley,A Big Help,Complete 40 'Help Wanted' requests.,True,2023-11-28 16:19:17
Stardew Valley,Polyculture,Ship 15 of each crop.,True,2023-11-29 01:06:42
Stardew Valley,Monoculture,Ship 300 of one crop.,True,2023-07-02 00:05:43
Stardew Valley,Full Shipment,Ship every item.,True,2023-11-28 17:42:38
Stardew Valley,Prairie King,Beat 'Journey Of The Prairie King'.,True,2023-11-30 01:01:48
Stardew Valley,The Bottom,Reach the lowest level of the mines.,True,2022-01-04 17:51:24
Stardew Valley,Local Legend,Restore the Pelican Town Community Center.,True,2023-07-05 14:52:53
Stardew Valley,Joja Co. Member Of The Year,Become a Joja Co. member and purchase all the community development perks. ,True,2023-12-01 12:41:19
Stardew Valley,Mystery Of The Stardrops,Find every stardrop.,True,2023-11-29 19:20:54
Stardew Valley,Fector's Challenge,no description available,True,2023-11-30 01:01:48
Stardew Valley,Full House,Get married and have two kids.,True,2023-11-29 19:50:08
Stardew Valley,Singular Talent,Reach level 10 in a skill.,True,2023-06-22 01:50:27
Stardew Valley,Master Of The Five Ways,Reach level 10 in every skill.,True,2023-07-20 15:43:05
Stardew Valley,Protector Of The Valley,Complete all of the Adventure Guild Monster Slayer goals.,True,2023-11-29 18:26:02
Stardew Valley,Well-Read,Read every book.,True,2024-04-01 00:03:54
Stardew Valley,Two Thumbs Up,See a movie.,True,2024-03-31 19:12:12
Stardew Valley,Blue Ribbon,Get 1st place in the Stardew Valley Fair competition.,True,2024-03-31 22:43:19
Stardew Valley,An Unforgettable Soup,Delight the Governor.,True,2024-03-31 20:34:16
Stardew Valley,Good Neighbors,Help your forest neighbors grow their family.,True,2024-03-31 22:39:39
Stardew Valley,Danger In The Deep,Reach the bottom of the 'dangerous' mines.,True,2024-03-31 00:38:25
Stardew Valley,Infinite Power,Obtain the most powerful weapon.,True,2024-03-29 16:56:31
Stardew Valley,Perfection,Reach the summit.,True,2024-03-31 22:39:39
Stardew Valley,A Distant Shore,Reach Ginger Island.,True,2024-03-29 17:01:40
Skyforge,A New God,Become a god.,False,null
Skyforge,Elder God,Become an elder god.,False,null
